B1,B2,B3,B4,B5,R1,R2,R3,R4,R5,winner
82,92,112,202,432,83,234,45,523,555,1
164,9,112,523,43,80,25,127,360,16,0
126,203,163,145,777,77,64,112,50,235,0
887,234,67,15,143,266,122,517,222,147,0
10,20,4,145,350,223,60,157,236,29,1
164,77,163,523,40,6,245,39,895,111,0
266,33,63,236,53,80,78,84,22,40,1
82,141,112,18,81,24,131,238,29,25,1
266,25,777,29,236,58,154,81,350,119,0
266,154,90,29,53,24,234,517,202,81,1
41,141,84,360,432,29,91,105,240,236,1
122,876,8,157,888,86,91,147,360,111,0
82,20,412,18,157,102,9,555,15,238,0
102,82,238,429,555,41,141,268,67,497,0
516,11,54,15,22,57,56,20,145,238,1
150,77,7,15,350,23,245,9,360,266,0
82,62,38,15,37,266,131,517,222,888,1
266,234,53,15,44,122,131,96,115,147,1
39,254,38,202,99,54,9,517,51,235,0
80,11,61,29,43,163,64,86,21,432,0
106,131,234,145,26,122,60,777,202,267,0
150,234,63,222,26,240,77,14,202,16,0
223,62,711,15,350,266,254,131,145,117,1
27,254,18,523,555,80,126,268,222,16,1
82,234,103,51,40,27,77,62,523,888,0
24,141,38,429,888,82,517,203,29,117,1
24,48,7,67,16,54,77,777,236,267,1
777,77,105,429,117,113,254,711,202,40,0
150,60,55,221,497,266,62,517,15,267,0
266,200,157,202,143,98,80,131,498,267,0
157,154,80,221,32,8,56,517,145,44,0
39,245,517,202,63,78,60,166,222,235,1
875,62,268,429,111,41,60,777,145,350,0
122,80,517,429,111,164,57,7,202,432,0
67,62,517,96,40,223,11,157,115,44,0
59,60,517,18,888,82,254,103,498,117,0
102,64,517,50,157,10,104,163,29,26,0
122,876,238,29,432,114,2,63,202,40,1
200,82,25,29,53,77,62,50,21,99,0
98,141,77,15,25,268,131,246,21,111,1
83,104,142,51,50,27,48,84,21,432,1
114,876,102,15,22,122,254,105,523,16,0
39,19,238,67,497,164,876,90,15,53,1
122,80,55,119,43,150,245,238,51,99,0
516,30,157,29,875,98,9,517,67,37,1
516,131,127,29,111,122,234,517,15,432,0
10,234,245,15,117,516,9,99,222,12,0
164,107,163,202,161,2,876,31,81,80,1
114,77,61,147,80,157,234,8,429,161,1
24,106,238,221,432,17,120,245,29,26,1
875,81,8,876,16,10,102,103,15,147,1
48,64,68,81,350,240,203,142,147,432,1
79,238,136,67,25,150,131,3,81,22,1
39,56,45,119,89,27,80,142,523,22,1
36,56,8,429,497,516,19,517,222,412,1
887,64,268,895,888,266,33,34,81,117,0
36,254,101,29,12,114,234,69,18,888,0
266,60,517,202,555,85,203,4,145,57,0
41,200,103,29,350,2,203,517,429,32,1
80,121,38,145,40,82,64,518,18,350,1
516,104,34,119,555,126,245,39,67,99,1
31,48,103,145,57,54,203,7,81,267,0
266,20,45,51,53,875,141,117,38,523,1
122,104,103,202,350,516,62,61,21,99,1
92,245,127,895,888,48,77,517,145,50,1
516,254,142,429,16,150,19,68,119,555,0
79,234,68,222,497,133,163,112,157,555,1
23,77,517,523,43,133,25,68,22,48,1
98,234,163,221,22,41,141,68,119,111,1
54,32,157,51,40,122,28,777,67,53,1
429,32,103,29,432,75,245,875,895,16,1
84,62,143,429,111,82,20,114,81,37,1
24,106,268,222,888,122,876,246,29,555,1
68,141,517,21,111,133,154,360,54,32,0
164,80,90,222,201,127,64,266,15,888,0
516,9,164,22,117,98,30,136,202,555,1
240,2,34,119,53,223,20,112,429,111,1
98,234,518,119,9,240,154,30,236,267,1
516,9,61,15,16,887,77,99,96,117,0
266,876,1,145,117,114,106,157,110,16,0
266,106,517,145,32,62,113,103,21,235,0
80,131,240,15,44,5,106,157,115,53,1
83,120,103,360,526,75,9,777,429,143,1
266,64,8,15,111,83,106,50,81,117,1
74,200,24,21,888,875,106,517,523,117,0
79,106,103,81,25,82,234,202,157,497,0
114,106,246,147,111,145,64,517,27,101,0
113,2,134,523,117,266,9,163,145,22,1
266,421,103,81,350,62,9,50,236,267,1
166,9,75,15,26,24,245,126,18,50,1
150,9,96,246,43,777,876,112,523,40,0
126,9,517,81,350,27,77,157,895,44,0
39,9,166,21,80,31,91,26,221,350,0
266,9,55,895,526,203,238,60,145,32,1
41,245,39,147,235,82,62,55,15,22,0
85,48,142,15,888,777,106,82,202,26,0
150,154,10,222,888,39,78,8,15,40,1
266,421,517,429,888,83,59,161,145,111,0
78,131,96,895,526,887,59,91,119,267,1
122,517,20,81,25,266,154,112,119,555,1
75,203,61,67,16,266,77,142,18,888,1
122,76,91,119,16,266,245,4,15,350,0
266,876,80,29,117,875,141,1,429,888,0
39,254,142,51,40,164,9,101,119,25,0
82,234,91,15,350,80,29,45,84,117,0
67,48,127,18,40,114,59,84,166,161,0
114,876,238,202,22,84,141,711,51,57,1
266,64,84,81,16,164,104,38,202,526,0
85,20,777,895,40,164,421,157,67,89,0
84,121,517,67,101,14,154,103,15,16,1
84,20,18,429,111,266,62,517,145,37,0
84,11,134,523,147,122,59,517,29,412,0
54,5,887,523,12,62,80,112,21,79,1
24,254,517,202,99,48,131,82,29,37,1
516,9,777,523,117,164,131,157,22,111,0
266,141,131,202,555,24,245,157,96,117,0
114,104,50,51,350,84,11,90,81,44,1
777,234,14,412,96,24,131,45,145,143,0
516,238,3,202,37,24,203,517,67,43,1
164,5,37,51,163,107,254,517,222,117,0
24,131,43,147,555,10,64,74,119,50,0
68,48,91,51,101,164,254,57,29,105,0
777,30,157,222,117,58,77,112,895,497,1
164,77,99,51,43,58,48,517,15,350,0
266,20,45,51,53,875,141,117,38,523,1
27,254,127,51,99,266,9,777,21,43,1
23,876,43,51,57,86,68,99,119,80,1
14,421,112,51,53,17,141,84,119,412,1
875,876,99,119,43,86,77,245,202,267,1
164,5,103,15,40,68,9,18,360,526,1
54,9,157,81,48,126,106,103,202,25,0
55,104,517,96,526,112,68,62,29,12,1
92,68,268,222,350,223,163,39,221,888,0
68,19,777,157,40,98,200,117,15,43,0
114,80,112,51,101,39,266,2,119,111,0
82,104,42,29,412,23,77,238,51,526,1
875,876,157,202,412,27,200,777,81,44,1
777,131,157,360,143,82,234,99,429,111,0
107,15,238,876,78,14,141,268,222,80,0
133,64,142,67,267,14,107,84,145,111,0
234,104,99,15,350,14,33,127,236,267,1
82,77,99,15,117,14,245,777,51,412,0
48,131,166,18,29,14,234,57,15,26,1
86,14,112,15,350,887,141,236,21,37,0
78,234,84,145,117,14,131,157,21,43,0
14,154,84,145,16,122,131,38,15,117,0
14,33,45,15,267,24,711,200,202,16,0
23,11,99,15,147,6,14,166,69,267,1
82,77,166,145,526,14,234,34,51,43,0
14,234,142,15,555,150,131,517,119,43,0
14,234,61,51,44,34,121,112,29,350,1
83,245,14,523,117,98,9,777,15,888,1
14,5,134,51,888,166,59,101,145,112,0
14,20,517,81,143,67,9,22,895,99,0
82,33,157,202,350,14,131,103,429,888,0
14,246,103,15,50,96,104,268,523,53,0
78,32,166,711,16,14,876,238,895,44,1
240,106,103,29,117,14,120,90,15,497,1
31,77,85,145,111,240,78,82,29,350,1
92,120,517,51,161,41,106,34,81,350,0
166,48,518,15,888,80,131,163,21,147,1
23,104,711,81,43,24,234,99,21,412,1
113,33,90,360,117,77,11,161,21,412,1
84,48,22,21,142,114,11,268,147,267,1
67,62,517,96,40,223,11,157,115,44,0
223,9,59,221,26,122,234,45,21,22,1
113,141,39,221,16,122,234,75,51,43,1
82,77,166,145,526,14,234,34,51,43,0
114,154,777,51,235,266,62,112,236,267,0
41,141,517,18,350,777,203,103,222,412,0
2,141,30,15,555,80,48,41,145,40,0
67,5,43,110,201,122,131,4,523,432,0
164,245,203,119,267,150,234,99,21,43,1
2,245,55,67,412,98,48,103,221,497,1
267,9,777,202,98,517,203,14,96,117,1
266,11,517,222,350,39,64,99,21,888,0
266,203,163,523,16,114,9,777,96,117,1
122,11,4,895,12,875,48,50,221,888,0
36,203,115,15,53,18,238,48,122,26,1
887,104,103,221,43,875,254,1,523,412,1
77,245,45,21,555,17,876,234,18,53,1
58,33,161,119,117,86,131,157,145,111,1
41,59,13,119,412,98,76,246,18,267,1
122,234,161,51,888,266,113,69,15,43,0
86,254,268,29,111,75,141,99,18,350,0
34,62,266,21,25,114,246,517,360,30,0
122,254,517,15,32,39,62,163,51,99,0
887,131,157,236,22,266,80,10,18,267,1
79,80,142,221,111,102,64,38,18,37,1
58,76,38,145,412,122,876,92,498,526,1
10,77,3,81,99,98,203,517,51,235,1
92,234,245,360,117,102,421,55,51,12,1
106,254,136,236,267,62,77,75,15,40,1
516,254,103,145,40,122,141,90,67,350,0
27,517,11,523,40,122,154,43,145,111,0
8,234,90,51,99,59,121,84,360,50,0
122,245,83,74,21,67,234,34,18,63,1
6,131,157,110,4,875,59,79,29,350,1
122,876,90,221,99,14,154,8,18,16,0
266,154,517,202,888,27,234,99,236,201,1
41,13,58,11,25,157,154,517,222,111,1
35,154,777,236,267,54,59,99,202,350,1
45,154,86,81,57,164,77,112,246,17,1
114,154,7,51,22,92,120,112,119,16,1
80,154,7,81,235,17,20,112,222,117,1
122,254,61,67,267,164,154,245,202,888,0
875,203,777,15,888,114,154,517,119,53,0
516,154,13,51,555,82,59,517,67,267,0
266,68,154,429,412,83,245,39,29,111,0
79,876,122,222,99,78,154,517,117,110,0
79,234,50,110,26,114,154,96,30,117,0
39,76,517,523,22,34,154,777,15,267,1
82,154,55,81,43,27,59,39,119,101,1
157,20,131,98,26,164,154,45,523,555,1
240,62,517,221,350,107,154,112,360,16,0
23,154,3,67,555,54,32,103,15,53,1
114,19,126,74,53,266,154,115,21,37,0
122,154,166,236,74,58,234,82,67,40,1
875,254,777,15,32,27,104,84,360,888,1
876,62,711,21,143,516,254,246,81,161,0
41,48,34,29,350,122,246,84,523,888,0
68,59,777,81,43,6,121,163,360,555,1
54,161,104,360,147,84,28,154,81,246,0
164,245,54,29,117,77,234,238,145,143,0
79,203,777,67,57,84,48,7,360,32,1
13,141,517,236,267,266,104,69,51,43,1
27,517,39,236,267,106,120,142,360,201,1
122,121,34,81,40,106,77,134,29,111,1
516,104,134,29,117,150,60,44,119,99,1
92,234,245,360,117,102,421,55,51,12,1
113,234,517,18,555,58,245,45,236,43,0
114,876,238,202,22,84,141,711,51,57,1
266,163,103,51,25,67,20,711,222,40,1
27,104,166,51,99,86,9,238,895,40,0
240,11,115,29,235,36,80,142,498,22,0
69,9,39,51,43,27,91,114,15,412,0
887,200,10,51,117,41,245,55,29,267,1
58,141,99,119,111,223,131,23,202,555,0
887,107,875,222,117,82,9,238,29,235,1
68,59,777,81,43,6,121,163,360,555,1
27,254,127,51,99,266,9,777,21,43,1
38,20,517,81,43,24,9,99,119,89,1
516,11,103,202,37,266,9,131,15,43,0
122,9,42,29,432,68,104,777,202,40,0
114,141,45,29,350,420,876,55,895,117,0
200,141,45,21,147,150,80,103,161,16,1
122,77,127,51,25,777,62,45,81,143,0
517,11,777,30,22,266,64,150,81,201,0
223,9,59,221,26,122,234,45,21,22,1
114,141,711,236,37,82,254,246,29,22,0
39,131,238,21,22,114,68,45,67,267,0
157,245,517,51,111,875,234,45,18,43,1
56,9,238,202,235,150,121,8,222,412,0
58,131,142,119,22,266,64,45,81,888,1
267,9,777,202,98,517,203,14,96,117,1
266,234,147,202,888,150,80,134,81,111,0
420,2,103,119,888,266,131,112,29,37,0
114,11,711,119,147,79,254,777,202,43,0
516,246,517,96,16,266,421,99,18,497,1
266,421,103,81,350,62,9,50,236,267,1
92,421,90,18,16,240,163,112,145,22,1
234,91,142,81,44,27,421,45,21,43,0
82,421,157,145,497,122,121,50,81,888,0
41,200,25,119,555,266,56,142,222,43,0
39,104,13,202,555,266,421,45,15,43,1
41,107,112,202,143,516,421,101,81,432,0
82,64,90,360,432,516,421,245,67,40,1
17,77,517,15,16,10,48,555,429,44,0
84,421,39,202,40,62,427,517,81,497,1
122,106,41,51,201,223,421,164,67,40,1
58,876,142,895,37,41,107,8,15,350,0
106,62,99,523,350,58,121,221,202,497,1
266,19,8,360,12,133,421,10,15,50,1
122,131,96,67,22,23,62,245,21,43,1
150,107,517,96,117,23,59,157,45,12,0
122,234,103,51,43,516,421,18,15,117,1
92,106,163,15,432,58,421,103,147,497,0
41,421,84,523,43,92,107,245,22,147,0
27,9,84,51,43,240,203,517,15,40,1
875,203,777,15,888,114,154,517,119,53,0
48,64,68,81,350,240,203,142,147,432,1
266,45,203,145,16,105,20,166,523,101,0
41,203,517,222,350,266,78,157,147,267,0
266,19,163,147,235,875,203,136,45,22,1
150,203,777,111,45,887,62,126,145,888,1
23,20,777,51,117,84,203,55,15,50,0
31,203,43,360,143,84,78,517,67,555,0
82,203,875,75,235,266,76,30,51,555,1
114,102,163,15,22,36,104,50,29,117,0
266,234,711,15,201,34,25,4,51,203,1
98,203,245,498,50,44,234,55,202,555,0
24,102,127,221,12,107,234,142,895,79,1
876,888,157,119,203,98,48,221,145,267,1
92,203,38,15,43,164,60,517,81,432,0
114,203,99,119,53,27,76,126,15,111,1
54,104,55,15,99,240,203,7,29,497,1
164,238,163,202,22,240,203,38,523,147,1
82,64,75,222,37,516,43,777,51,203,0
266,254,14,21,888,77,104,7,236,25,0
82,59,7,236,201,77,141,55,29,37,0
164,154,42,145,43,83,238,166,15,29,0
98,238,8,21,143,266,104,268,147,16,0
58,20,166,51,25,77,28,157,18,43,1
18,122,131,117,427,126,48,112,895,497,1
98,131,157,67,267,59,141,84,236,22,0
777,141,163,51,12,98,234,43,15,555,0
41,20,84,222,117,24,62,68,18,201,0
420,64,517,202,117,266,62,58,147,22,1
98,104,99,202,161,92,9,117,67,142,1
133,80,517,523,111,54,245,142,21,350,0
98,517,106,15,40,92,131,157,119,117,0
98,131,240,22,40,10,20,157,236,201,1
78,5,90,29,117,164,234,55,221,16,1
84,876,166,119,412,78,23,517,360,235,0
39,121,711,429,111,84,234,777,221,117,0
266,245,517,67,80,84,254,38,523,888,0
84,5,711,221,888,39,120,268,360,267,0
27,131,157,119,555,84,120,268,29,53,1
67,48,238,895,44,77,131,875,51,99,1
875,121,246,45,888,350,141,127,29,32,0
875,20,55,51,22,38,2,240,18,201,1
875,121,147,21,53,266,141,163,67,22,0
2,141,517,18,53,114,154,20,523,875,0
875,20,517,429,80,122,121,8,555,202,1
86,30,99,81,117,875,64,238,51,63,1
44,876,777,15,875,234,2,39,29,63,0
58,62,517,222,111,122,141,166,115,53,1
875,28,266,119,80,39,200,517,15,201,1
41,238,26,81,101,122,59,112,202,161,1
122,234,8,81,37,82,245,91,51,25,0
875,59,157,222,117,122,105,131,15,40,1
234,24,4,145,888,875,20,42,51,161,1
122,245,238,29,53,36,24,50,81,37,0
82,33,42,236,267,122,9,39,145,350,1
875,9,122,69,117,2,163,421,221,79,1
223,121,245,51,350,235,254,517,122,555,0
41,141,777,360,111,122,876,99,119,32,1
122,254,61,67,267,164,154,245,202,888,0
266,64,7,119,37,92,106,103,67,117,1
48,106,238,119,350,92,131,127,21,57,1
6,9,112,202,16,92,131,3,29,40,1
223,62,157,147,432,92,60,517,29,53,0
98,104,99,202,161,92,9,117,67,142,1
266,64,84,81,16,164,104,38,202,526,0
114,234,103,202,111,92,254,90,69,147,1
10,59,238,119,201,92,78,103,21,32,1
92,45,131,145,555,223,20,517,119,99,1
92,131,103,523,117,887,200,238,51,40,0
79,121,99,96,43,92,19,55,119,117,0
82,19,238,15,25,114,200,55,81,89,0
92,78,157,115,111,875,254,711,119,30,1
24,121,516,15,235,164,80,166,30,37,1
27,245,103,18,43,92,154,99,15,101,1
126,245,39,236,267,54,234,517,96,117,1
92,79,777,45,12,875,876,246,202,32,1
114,80,517,119,111,145,9,92,112,44,0
887,245,157,81,147,92,238,517,119,223,1
122,238,134,110,412,92,9,51,112,43,1
164,62,55,523,16,114,11,517,67,235,0
24,11,30,15,117,516,62,80,429,143,0
85,234,238,45,16,240,11,517,202,888,0
266,11,157,22,147,2,9,102,81,53,1
27,20,14,145,40,79,11,112,202,53,0
517,98,11,145,43,113,80,235,22,99,1
82,11,238,15,350,85,254,711,145,32,0
27,517,11,523,40,122,154,43,145,111,0
113,11,8,236,267,2,223,1,222,117,0
777,11,103,22,16,58,5,131,119,63,0
58,48,117,222,526,114,11,142,145,350,0
23,11,112,147,101,107,234,8,145,16,0
98,121,268,221,350,516,11,157,51,161,1
26,11,103,145,888,114,154,112,895,117,1
150,59,517,895,267,102,1,11,51,40,1
98,103,11,119,117,516,59,145,34,99,1
24,64,115,119,111,240,11,163,15,37,0
58,11,101,119,111,266,203,163,498,25,0
10,11,112,202,497,2,131,41,22,111,0
82,11,84,147,99,31,62,131,81,235,0
875,421,4,202,526,516,141,45,15,26,1
41,48,34,29,350,122,246,84,523,888,0
131,154,80,222,53,266,32,26,67,63,1
41,20,238,222,16,77,106,131,110,147,0
266,245,238,51,432,126,131,43,81,99,1
43,203,131,236,44,92,234,103,523,37,0
122,245,62,236,267,113,11,131,523,117,1
164,48,517,202,432,114,113,8,236,111,0
27,19,43,15,350,98,121,99,202,147,1
157,234,131,51,267,27,84,48,360,111,1
516,11,39,15,117,266,203,131,96,201,1
92,254,90,523,117,43,120,112,15,111,1
78,2,131,22,888,31,163,103,523,117,0
98,234,103,145,111,777,67,43,18,117,0
266,76,238,21,40,24,91,131,235,22,1
122,64,131,21,40,518,104,103,202,497,0
82,107,25,15,61,777,427,131,523,16,0
77,107,112,895,43,6,20,82,21,40,1
157,245,131,202,43,62,78,10,523,40,1
266,20,39,119,25,240,104,131,221,43,1
164,9,83,15,44,54,876,246,202,555,1
122,131,163,67,78,75,48,103,895,16,1
266,64,90,202,555,27,517,5,145,57,0
62,203,18,51,26,266,19,163,15,43,1
240,421,99,119,12,41,64,10,236,267,0
41,2,103,202,888,114,254,74,18,22,1
14,104,112,81,223,92,141,103,51,99,0
85,77,39,523,22,92,62,268,67,143,0
82,80,238,22,117,266,131,91,145,32,0
41,77,103,22,53,112,254,163,412,119,0
58,121,112,81,22,41,80,105,51,43,0
77,876,67,81,888,164,48,777,145,111,1
54,9,39,18,111,126,48,517,15,43,0
777,876,157,221,99,86,77,101,15,37,0
27,35,875,29,412,106,246,238,81,555,1
82,80,112,202,27,83,234,236,1,201,1
266,200,517,15,888,27,234,777,18,267,0
77,104,50,360,497,150,141,3,81,267,0
122,131,157,221,50,82,200,112,523,44,1
114,154,103,81,350,84,9,105,119,888,1
78,254,45,51,43,86,154,157,202,117,1
82,62,157,51,26,58,876,238,119,25,0
126,107,110,81,555,266,9,112,360,267,0
516,9,238,51,40,27,141,142,145,497,0
777,131,157,360,143,82,234,99,429,111,0
157,30,238,15,16,266,64,7,18,78,1
79,62,41,222,27,84,20,157,523,25,1
82,131,777,145,555,79,19,157,29,50,1
54,77,245,221,26,164,131,238,202,888,1
84,20,34,110,117,240,203,134,145,875,0
79,45,2,523,117,102,59,238,67,350,0
266,131,3,202,50,82,141,777,99,21,0
82,234,238,202,40,157,200,112,523,12,0
62,9,10,15,555,41,20,8,51,26,0
24,80,238,67,50,27,254,112,15,497,0
58,131,112,360,147,164,200,105,21,22,1
516,203,50,81,57,24,5,112,145,267,0
777,62,112,21,40,24,154,3,81,12,1
14,876,157,81,147,27,107,34,895,235,1
82,234,55,81,43,887,59,134,202,555,1
82,141,517,235,147,122,76,99,21,43,0
24,102,7,147,235,126,2,127,51,555,0
82,141,777,147,555,13,28,64,81,432,0
24,234,134,81,43,107,64,84,147,235,0
201,200,103,202,24,58,234,99,221,111,0
79,77,26,81,350,516,48,245,221,53,1
516,76,58,236,16,266,887,103,81,117,1
78,59,163,498,74,223,421,103,2,888,0
92,104,96,268,78,83,55,64,221,37,0
92,254,221,96,117,113,77,777,236,267,1
887,106,27,498,44,113,64,50,81,16,0
166,55,163,222,350,92,238,142,236,44,1
875,62,50,221,16,92,55,246,236,44,0
10,145,45,234,111,114,62,103,81,888,1
887,131,22,67,888,117,154,164,145,111,0
126,76,429,221,16,114,64,103,81,350,0
113,163,80,67,44,122,131,157,81,888,0
92,28,91,29,350,6,78,38,221,43,1
266,104,142,360,37,41,234,38,236,350,1
266,104,103,16,235,122,79,112,221,22,0
92,106,42,221,350,234,113,10,222,117,0
79,887,41,21,350,114,89,127,429,421,1
516,234,42,81,43,164,59,69,523,497,0
114,76,91,96,53,92,9,50,498,16,0
10,141,8,221,497,516,203,127,429,235,1
114,60,103,221,53,164,234,34,498,432,1
41,200,99,81,432,429,421,85,236,267,1
92,245,22,235,223,102,62,13,81,34,0
221,106,103,54,111,113,141,777,236,267,0
92,131,157,523,223,114,104,127,147,235,0
266,20,777,523,518,2,62,103,81,22,1
875,200,22,202,147,523,102,7,54,40,1
875,62,103,202,888,887,555,142,523,48,0
887,120,3,498,432,62,421,163,222,147,1
523,62,103,876,111,24,234,517,202,101,0
24,141,163,145,40,164,203,102,523,111,0
41,200,38,222,432,234,103,777,523,147,1
875,62,20,81,235,75,76,236,221,117,1
43,163,157,81,432,24,131,266,523,40,1
43,33,18,81,147,221,76,517,266,117,1
266,421,79,221,74,164,11,4,50,235,1
113,76,112,18,497,83,28,6,58,16,0
777,154,83,235,68,114,40,517,157,77,0
83,203,103,221,432,50,121,39,18,497,1
83,56,112,236,16,429,427,157,221,350,0
107,200,8,147,37,83,62,34,18,888,1
10,75,154,360,74,83,163,50,81,16,1
164,154,61,236,22,79,102,234,235,40,0
516,141,517,236,40,83,154,75,235,223,0
102,163,777,235,202,83,203,79,81,432,0
122,141,103,81,22,8,83,266,29,350,1
79,203,112,236,412,154,121,75,360,147,1
10,121,45,221,350,83,62,147,222,7,1
83,131,157,81,22,23,62,42,221,350,1
83,234,3,29,117,82,106,92,81,16,1
127,64,24,221,34,83,421,42,29,22,0
26,121,432,81,34,83,60,75,202,888,1
516,141,875,119,111,83,121,55,429,888,1
83,141,38,43,81,150,154,266,29,117,0
164,102,42,96,432,126,83,112,221,37,0
83,56,112,236,16,429,427,157,221,350,0
777,104,42,147,44,41,33,82,236,350,1
113,200,69,81,40,516,131,157,221,44,0
164,106,38,236,432,266,234,58,81,63,0
114,107,81,127,432,266,200,38,29,555,1
113,107,777,145,497,876,141,79,18,555,1
875,141,79,221,497,157,163,84,145,111,1
154,62,157,30,32,82,64,147,81,99,0
875,887,246,236,267,777,876,45,360,235,0
875,200,113,497,145,777,234,112,498,117,0
92,104,887,202,111,24,9,84,145,22,1
875,234,27,81,350,113,76,39,429,111,0
26,245,777,145,111,114,887,10,498,53,1
83,56,200,202,50,777,421,105,145,53,1
200,24,103,236,267,266,107,63,51,22,1
266,203,13,81,432,126,141,34,96,43,0
266,64,103,221,497,41,106,711,222,432,0
82,39,141,221,22,777,113,4,236,267,0
102,60,777,18,497,516,76,55,81,888,0
84,121,517,145,40,24,876,266,96,526,1
150,55,154,360,32,67,2,112,523,43,1
83,56,112,236,16,429,427,157,221,350,0
107,200,8,147,37,83,62,34,18,888,1
92,427,13,81,43,887,77,112,221,235,0
114,203,127,498,267,126,106,34,18,497,1
29,131,157,126,37,10,141,54,145,32,0
10,141,51,235,147,114,106,45,81,267,0
223,421,7,51,99,84,77,221,119,888,1
126,106,27,523,43,62,59,112,235,147,1
24,421,42,235,57,164,30,157,221,888,0
8,33,91,81,43,114,131,157,147,111,0
127,64,24,221,34,83,421,42,29,22,0
164,106,38,236,432,266,234,58,81,63,0
114,107,81,127,432,266,200,38,29,555,1
777,106,518,221,497,24,234,84,18,26,0
24,62,112,21,147,516,876,157,81,22,0
14,131,104,221,555,92,141,711,119,267,1
41,234,50,235,267,85,64,777,119,888,0
516,64,91,221,74,79,62,92,145,147,0
79,83,200,81,350,24,203,147,30,235,1
266,421,79,221,74,164,11,4,50,235,1
10,104,127,429,32,114,163,121,236,25,0
516,62,236,145,888,266,887,127,81,432,1
41,62,38,18,37,39,121,112,29,497,1
68,234,103,236,888,150,20,238,222,267,0
24,234,134,81,43,107,64,84,147,235,0
164,102,18,429,888,246,54,8,81,32,0
107,200,8,147,37,83,62,34,18,888,1
114,76,91,221,350,113,104,84,15,22,0
236,200,103,81,432,266,121,222,18,22,1
92,245,41,221,111,67,154,3,222,43,0
516,77,55,523,147,114,33,246,81,99,1
154,131,23,222,111,516,55,200,523,555,0
10,121,45,221,350,83,62,147,222,7,1
113,107,777,145,497,876,141,79,18,555,1
92,127,77,21,22,154,104,84,498,497,1
41,141,105,18,43,887,234,113,81,111,0
79,77,26,81,350,516,48,245,221,53,1
24,203,61,81,888,82,234,127,222,432,0
75,77,101,81,40,10,876,91,145,497,1
126,106,27,523,43,62,59,112,235,147,1
164,106,38,236,432,266,234,58,81,63,0
777,106,518,221,497,24,234,84,18,26,0
24,62,112,21,147,516,876,157,81,22,0
10,64,777,21,350,78,121,127,221,40,0
58,106,103,29,74,92,421,7,18,432,1
777,79,69,81,43,24,523,50,104,888,0
113,141,268,81,555,127,121,38,202,432,1
82,200,50,81,350,266,203,3,145,12,1
82,107,50,119,111,164,421,84,16,53,0
8,350,127,29,203,64,104,3,81,59,1
64,234,69,22,59,104,127,112,236,267,0
126,154,350,145,55,122,360,84,59,164,0
82,78,103,221,111,45,104,164,119,12,1
113,60,91,18,111,67,64,27,39,117,1
78,76,777,81,43,63,62,39,202,350,0
83,887,53,221,43,41,141,103,22,117,1
126,141,127,81,350,92,91,7,221,40,0
24,517,76,429,53,92,234,136,236,26,0
24,9,4,429,147,150,2,103,202,432,0
777,131,127,157,235,113,64,84,81,432,1
777,154,83,235,68,114,40,517,157,77,0
31,154,41,429,888,2,131,157,96,117,1
6,200,26,202,16,8,131,157,81,350,1
122,141,134,498,235,102,245,157,145,44,1
29,131,157,126,37,10,141,54,145,32,0
92,20,104,81,111,43,203,157,523,44,1
24,421,42,235,57,164,30,157,221,888,0
8,33,91,81,43,114,131,157,147,111,0
777,876,246,157,117,166,141,127,62,235,0
24,141,69,523,117,10,30,157,147,37,1
58,141,517,81,40,777,131,157,29,412,0
27,421,145,202,497,223,5,157,523,147,0
26,234,39,81,201,268,876,523,157,111,0
24,876,41,236,267,887,131,157,81,43,1
78,62,8,429,111,266,131,92,157,201,0
23,77,55,81,147,84,102,157,145,117,0
516,154,69,202,427,27,421,157,22,432,1
41,154,50,157,101,84,163,4,81,40,0
84,427,157,221,421,10,64,7,222,412,0
516,141,517,236,40,83,154,75,235,223,0
92,421,7,81,147,6,107,101,29,888,1
78,131,7,81,888,114,121,23,429,526,0
266,62,3,202,888,24,60,64,236,267,0
41,876,127,145,267,8,5,92,236,555,1
266,234,55,202,22,516,517,62,18,7,1
41,200,99,81,432,429,421,85,236,267,1
516,234,84,29,16,164,203,42,523,59,0
41,121,161,81,112,516,141,142,21,34,1
887,141,39,236,350,777,35,112,22,44,1
516,141,45,202,113,114,200,55,523,16,1
887,107,55,145,111,122,64,13,29,555,1
114,107,90,51,16,888,54,103,222,421,1
14,163,127,202,40,24,107,84,51,555,1
79,131,64,555,44,516,77,99,498,432,1
887,104,92,119,555,63,62,245,81,432,1
92,421,34,81,43,150,102,518,29,888,0
113,64,136,81,888,92,106,103,202,235,0
10,28,236,22,888,777,64,25,51,112,1
39,234,103,221,497,516,131,238,145,117,0
39,234,112,202,16,114,203,518,235,223,0
24,30,41,157,526,83,154,55,22,432,1
166,30,41,498,555,200,114,147,145,201,0
114,421,518,81,235,62,30,104,221,37,0
114,154,103,18,888,24,234,99,523,117,0
83,106,163,235,223,24,154,69,18,147,0
223,77,127,44,236,10,104,23,119,888,0
62,777,55,235,44,114,200,238,221,555,1
24,141,103,29,53,84,11,101,67,432,0
777,104,103,18,432,2,154,69,145,427,0
150,254,50,81,888,114,421,268,119,117,1
24,62,8,96,117,92,77,103,221,44,1
154,147,200,22,34,24,76,266,221,201,0
777,62,518,147,44,114,77,517,81,26,0
266,163,3,81,350,67,887,64,523,412,0
266,62,3,202,888,24,60,64,236,267,0
